117,Prionace glauca,-63.28477,44.22565,2018-08-08,FRED WHORISKEY,SAMBRO HEAD,F,JUVENILE,,1.68,Blue Shark
118,Prionace glauca,-63.28515,44.22671,2018-08-08,FRED WHORISKEY,SAMBRO HEAD,F,JUVENILE,,2.03,Blue Shark
119,Prionace glauca,-63.28515,44.22671,2018-08-08,FRED WHORISKEY,SAMBRO HEAD,F,JUVENILE,,1.71,Blue Shark
120,Prionace glauca,-63.28515,44.22671,2018-08-08,FRED WHORISKEY,SAMBRO HEAD,F,JUVENILE,,1.88,Blue Shark
121,Prionace glauca,-63.28477,44.22565,2018-08-08,FRED WHORISKEY,SAMBRO HEAD,F,JUVENILE,,1.92,Blue Shark
122,Prionace glauca,-63.28532,44.22527,2018-08-08,FRED WHORISKEY,SAMBRO HEAD,F,JUVENILE,,1.56,Blue Shark
123,Prionace glauca,-63.28147,44.22371,2018-08-08,FRED WHORISKEY,SAMBRO HEAD,F,JUVENILE,,2.06,Blue Shark
124,Prionace glauca,-63.27409,44.22549,2018-08-07,FRED WHORISKEY,SAMBRO HEAD,F,JUVENILE,,1.57,Blue Shark
125,Prionace glauca,-63.27059,44.2466,2018-08-07,FRED WHORISKEY,SAMBRO HEAD,F,JUVENILE,,1.61,Blue Shark
126,Prionace glauca,-63.3079,44.19355,2018-08-08,FRED WHORISKEY,SAMBRO HEAD,F,JUVENILE,,1.61,Blue Shark
127,Prionace glauca,-63.24841,44.23497,2019-08-12,FRED WHORISKEY,EASTERN PASSAGE,F,JUVENILE,,1.685,Blue Shark
